product_name,image,price,link 
Gigabyte AORUS 17X NVIDIA RTX 2070 Super| 32GB| 17.3" FHD 300Hz| i7-10875H Gaming Laptop, https://www.overclockers.co.uk/media/image/thumbnail/LT0C1GI_264082_210x210.jpg, £2|499.95 , https://www.overclockers.co.uk/gigabyte-aorus-17x-nvidia-rtx-2070-super-32gb-17.3-fhd-300hz-i7-10875h-gaming-laptop-lt-0c1-gi.html
Gigabyte AORUS 17X NVIDIA RTX 2080 Super| 32GB| 17.3" FHD 300Hz| i7-10875H Gaming Laptop, https://www.overclockers.co.uk/media/image/thumbnail/LT0C0GI_264072_210x210.jpg, £2|999.99 , https://www.overclockers.co.uk/gigabyte-aorus-17x-nvidia-rtx-2080-super-32gb-17.3-fhd-300hz-i7-10875h-gaming-laptop-lt-0c0-gi.html
Gigabyte AORUS 17X NVIDIA RTX 2080 Super| 32GB| 17.3" FHD 300Hz| i9-10980HK Gaming Laptop, https://www.overclockers.co.uk/media/image/thumbnail/LT0BZGI_264064_210x210.jpg, £3|599.99 , https://www.overclockers.co.uk/gigabyte-aorus-17x-nvidia-rtx-2080-super-32gb-17.3-fhd-300hz-i9-10980hk-gaming-laptop-lt-0bz-gi.html
**B Grade** HP OMEN 15-dh1018na NVIDIA RTX 2070| 16GB| 15.6" 144Hz FHD| Intel i7-10750H Gaming Lapto, https://www.overclockers.co.uk/media/image/thumbnail/BG01CHP_262576_210x210.jpg, £1|299.95 , https://www.overclockers.co.uk/b-grade-hp-omen-15-dh1018na-nvidia-rtx-2070-16gb-15.6-144hz-fhd-intel-i7-10750h-gaming-lapto-bg-01c-hp.html
**OPEN BOX** MSI GF75 NVIDIA GTX 1650 Ti| 8GB| 17.3" 120hz FHD| i7-10750H Gaming Laptop, https://www.overclockers.co.uk/media/image/thumbnail/LT2CGMS_260082_210x210.jpg, £949.99 , https://www.overclockers.co.uk/open-box-msi-gf75-nvidia-gtx-1650-ti-8gb-17.3-120hz-fhd-i7-10750h-gaming-laptop-lt-2cg-ms.html
ASUS ROG STRIX G15 G512LV NVIDIA RTX 2060| 16GB| 15.6" 144Hz| Intel i7-10750H Gaming Laptop, https://www.overclockers.co.uk/media/image/thumbnail/LT2CEAS_259606_210x210.jpg, £1|299.95 , https://www.overclockers.co.uk/asus-rog-strix-g15-g512lv-nvidia-rtx-2060-16gb-15.6-144hz-intel-i7-10750h-gaming-laptop-lt-2ce-as.html
MSI MAG X570 Tomahawk WiFi (AMD AM4) DDR4 X570 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB351MS_249902_210x210.png, £209.99 , https://www.overclockers.co.uk/msi-mag-x570-tomahawk-wifi-amd-am4-ddr4-x570-atx-motherboard-mb-351-ms.html
MSI B450 TOMAHAWK MAX (Socket AM4) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB33TMS_222397_fix_210x210.png, £99.98 , https://www.overclockers.co.uk/msi-b450-tomahawk-max-socket-am4-ddr4-atx-motherboard-mb-33t-ms.html
Asus ROG Strix Z490-F Gaming (Socket LGA 1200) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB6EEAS_247920_210x210.jpg, £234.95 , https://www.overclockers.co.uk/asus-rog-strix-z490-f-gaming-socket-lga-1200-ddr4-atx-motherboard-mb-6ee-as.html
Gigabyte GeForce RTX 2070 SUPER WindForce OC 3X 8G 8192MB GDDR6 PCI-Express Graphics Card, https://www.overclockers.co.uk/media/image/thumbnail/GX1B3GI_232292_210x210.jpg, £469.99 , https://www.overclockers.co.uk/gigabyte-geforce-rtx-2070-super-windforce-oc-3x-8g-8192mb-gddr6-pci-express-graphics-card-gx-1b3-gi.html
Samsung 970 EVO Plus 1TB M.2 2280 PCI-e 3.0 x4 NVMe Solid State Drive, https://www.overclockers.co.uk/media/image/thumbnail/HD23YSA_202842_210x210.jpg, £179.99 , https://www.overclockers.co.uk/samsung-970-evo-plus-1tb-m.2-2280-pci-e-3.0-x4-nvme-solid-state-drive-hd-23y-sa.html
Gigabyte X570 AORUS ELITE (AMD AM4) DDR4 X570 Chipset ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB57WGI_217167_210x210.png, £199.99 , https://www.overclockers.co.uk/gigabyte-x570-aorus-elite-amd-am4-ddr4-x570-chipset-atx-motherboard-mb-57w-gi.html
AMD 3900X Bundle - AMD 3900X| Gigabyte X570 Elite| Corsair Vengeance Pro RGB 16GB 3600MHz Bundle, https://www.overclockers.co.uk/media/image/thumbnail/BU01WAM_236884_210x210.jpg, £699.98 , https://www.overclockers.co.uk/amd-3900x-bundle-amd-3900x-gigabyte-x570-elite-corsair-vengeance-pro-rgb-16gb-3600mhz-bundle-bu-01w-am.html
ASUS ROG Strix B450-F Gaming (Socket AM4) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB6CCAS_189684_210x210.png, £119.99 , https://www.overclockers.co.uk/asus-rog-strix-b450-f-gaming-socket-am4-ddr4-atx-motherboard-mb-6cc-as.html
Seagate 2TB Barracuda 7200RPM 256MB Cache Internal Hard Drive (ST2000DM008), https://www.overclockers.co.uk/media/image/thumbnail/HD3A5SE_214746_210x210.jpg, £54.95 , https://www.overclockers.co.uk/seagate-2tb-barracuda-7200rpm-256mb-cache-internal-hard-drive-st2000dm008-hd-3a5-se.html
Gigabyte Z490 Aorus Master (Socket LGA 1200) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB58KGI_248522_210x210.png, £354.95 , https://www.overclockers.co.uk/gigabyte-z490-aorus-master-socket-lga-1200-ddr4-atx-motherboard-mb-58k-gi.html
Asus ROG Strix X570-F Gaming (AMD AM4) DDR4 X570 Chipset ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB6DUAS_217638_fix_210x210.png, £249.95 , https://www.overclockers.co.uk/asus-rog-strix-x570-f-gaming-amd-am4-ddr4-x570-chipset-atx-motherboard-mb-6du-as.html
"Ranger RB34" AMD Ryzen 5 3400G APU Gaming Bundle w/ Radeon Vega 11 Graphics, https://www.overclockers.co.uk/media/image/thumbnail/BU09TOG_194076_fix-2_210x210.png, £289.99 , https://www.overclockers.co.uk/ranger-rb34-amd-ryzen-5-3400g-apu-gaming-bundle-w-radeon-vega-11-graphics-bu-09t-og.html
Asus ROG Maximus XII Hero (WI-FI) (Socket LGA 1200) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB6ECAS_247932_210x210.jpg, £399.95 , https://www.overclockers.co.uk/asus-rog-maximus-xii-hero-wi-fi-socket-lga-1200-ddr4-atx-motherboard-mb-6ec-as.html
Samsung 970 EVO Plus 500GB M.2 2280 PCI-e 3.0 x4 NVMe Solid State Drive, https://www.overclockers.co.uk/media/image/thumbnail/HD23WSA_202840_210x210.jpg, £98.99 , https://www.overclockers.co.uk/samsung-970-evo-plus-500gb-m.2-2280-pci-e-3.0-x4-nvme-solid-state-drive-hd-23w-sa.html
MSI MAG B550 Tomahawk (AMD AM4) B550 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB359MS_252126_210x210.png, £159.95 , https://www.overclockers.co.uk/msi-mag-b550-tomahawk-amd-am4-b550-atx-motherboard-mb-359-ms.html
ASUS TUF B450-Plus Gaming (Socket AM4) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB6CDAS_189686_210x210.png, £89.99 , https://www.overclockers.co.uk/asus-tuf-b450-plus-gaming-socket-am4-ddr4-atx-motherboard-mb-6cd-as.html
MSI GeForce RTX 2070 Super Gaming X Trio 8192MB PCI-Express Graphics Card, https://www.overclockers.co.uk/media/image/thumbnail/GX35KMS_219403_210x210.jpg, £559.99 , https://www.overclockers.co.uk/msi-geforce-rtx-2070-super-gaming-x-trio-8192mb-pci-express-graphics-card-gx-35k-ms.html
Gigabyte X570 GAMING X (AMD AM4) DDR4 X570 Chipset ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB57XGI_217170_210x210.png, £169.99 , https://www.overclockers.co.uk/gigabyte-x570-gaming-x-amd-am4-ddr4-x570-chipset-atx-motherboard-mb-57x-gi.html
MSI MPG X570 Gaming Edge WiFi (AMD AM4) DDR4 X570 Chipset ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB34GMS_217662_fix_210x210.png, £179.99 , https://www.overclockers.co.uk/msi-mpg-x570-gaming-edge-wifi-amd-am4-ddr4-x570-chipset-atx-motherboard-mb-34g-ms.html
Asus GeForce GTX 1650 SUPER TUF OC 4096MB GDDR6 PCI-Express Graphics Card, https://www.overclockers.co.uk/media/image/thumbnail/GX441AS_232597_210x210.jpg, £158.99 , https://www.overclockers.co.uk/asus-geforce-gtx-1650-super-tuf-oc-4096mb-gddr6-pci-express-graphics-card-gx-441-as.html
AMD 3900X Bundle - AMD 3900X| Asus ROG Strix X570-F Gaming| Corsair 32GB RGB 3600MHz Bundle, https://www.overclockers.co.uk/media/image/thumbnail/BU020AM_237252_210x210.jpg, £839.94 , https://www.overclockers.co.uk/amd-3900x-bundle-amd-3900x-asus-rog-strix-x570-f-gaming-corsair-32gb-rgb-3600mhz-bundle-bu-020-am.html
Gigabyte B450 AORUS PRO (Socket AM4) DDR4 ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB572GI_189531_210x210.png, £104.99 , https://www.overclockers.co.uk/gigabyte-b450-aorus-pro-socket-am4-ddr4-atx-motherboard-mb-572-gi.html
Gigabyte X570 AORUS MASTER (AMD AM4) DDR4 X570 Chipset ATX Motherboard, https://www.overclockers.co.uk/media/image/thumbnail/MB57TGI_217158_210x210.png, £374.99 , https://www.overclockers.co.uk/gigabyte-x570-aorus-master-amd-am4-ddr4-x570-chipset-atx-motherboard-mb-57t-gi.html
Lian-Li Strimer Plus Addressable RGB 24 Pin Motherboard Cable, https://www.overclockers.co.uk/media/image/thumbnail/CA787LL_241274_210x210.jpg, £44.99 , https://www.overclockers.co.uk/lian-li-strimer-plus-addressable-rgb-24-pin-motherboard-cable-ca-787-ll.html
Raijintek NYX PRO Aluminium Full Tower Showcase - Yellow Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA04JRT_243860_210x210.jpg, £299.99 , https://www.overclockers.co.uk/raijintek-nyx-pro-aluminium-full-tower-showcase-yellow-tempered-glass-ca-04j-rt.html
CoolerMaster MasterBox Q300L Micro-ATX Case - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA36VCM_183384_210x210.jpg, £37.99 , https://www.overclockers.co.uk/coolermaster-masterbox-q300l-micro-atx-case-black-window-ca-36v-cm.html
Fractal Design Node 202 Mini-ITX HTPC Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA061FD_114391_210x210.jpg, £73.99 , https://www.overclockers.co.uk/fractal-design-node-202-mini-itx-htpc-case-black-ca-061-fd.html
Lian-Li PC-Q37WX Mini-ITX Case Tempered Glass - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA74SLL_154024_210x210.jpg, £199.99 , https://www.overclockers.co.uk/lian-li-pc-q37wx-mini-itx-case-tempered-glass-black-ca-74s-ll.html
IT Dusters CompuCleaner Xpert - Electric Air Duster, https://www.overclockers.co.uk/media/image/thumbnail/KB001ID_262463_210x210.jpg, £61.99 , https://www.overclockers.co.uk/it-dusters-compucleaner-xpert-electric-air-duster-kb-001-id.html
ASUS TUF Gaming GT501 Midi-Tower Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA059AS_199714_210x210.jpg, £129.95 , https://www.overclockers.co.uk/asus-tuf-gaming-gt501-midi-tower-case-black-tempered-glass-ca-059-as.html
Silverstone SST-SG05BB-Lite Sugo USB 3.0 - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA351SV_82859_210x210.jpg, £39.95 , https://www.overclockers.co.uk/silverstone-sst-sg05bb-lite-sugo-usb-3.0-black-ca-351-sv.html
Aerocool Aero One Mini Eclipse ARGB Micro- ATX Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA21NAE_248691_210x210.jpg, £49.99 , https://www.overclockers.co.uk/aerocool-aero-one-mini-eclipse-argb-micro-atx-case-black-tempered-glass-ca-21n-ae.html
Phanteks Enthoo Elite Super Tower Case - Gunmetal Grey, https://www.overclockers.co.uk/media/image/thumbnail/CA06KPT_156841_210x210.jpg, £732.95 , https://www.overclockers.co.uk/phanteks-enthoo-elite-super-tower-case-gunmetal-grey-ca-06k-pt.html
Fractal Design Node 304 HTPC Chassis - White, https://www.overclockers.co.uk/media/image/thumbnail/CA024FD_113660_210x210.jpg, £75.95 , https://www.overclockers.co.uk/fractal-design-node-304-htpc-chassis-white-ca-024-fd.html
Silverstone Milo ML05B HTPC Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA275SV_73962_210x210.jpg, £39.95 , https://www.overclockers.co.uk/silverstone-milo-ml05b-htpc-case-black-ca-275-sv.html
Zalman X3 ARGB Mid-Tower Case - White Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA0A2ZA_250353_210x210.jpg, £84.95 , https://www.overclockers.co.uk/zalman-x3-argb-mid-tower-case-white-tempered-glass-ca-0a2-za.html
Lian-Li PC-O10WX Midi Tower Case - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA74TLL_154044_210x210.jpg, £144.95 , https://www.overclockers.co.uk/lian-li-pc-o10wx-midi-tower-case-black-window-ca-74t-ll.html
Streacom DA2 Mini-ITX Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA05GSR_200422_210x210.jpg, £189.95 , https://www.overclockers.co.uk/streacom-da2-mini-itx-case-black-ca-05g-sr.html
Singularity Computers Wraith Mini-ITX Case - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA00ASC_242821_210x210.jpg, £699.95 , https://www.overclockers.co.uk/singularity-computers-wraith-mini-itx-case-black-window-ca-00a-sc.html
Fractal Design Define Mini C Micro-ATX Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA07EFD_170287_210x210.jpg, £79.99 , https://www.overclockers.co.uk/fractal-design-define-mini-c-micro-atx-case-black-tempered-glass-ca-07e-fd.html
Raijintek NYX PRO Aluminium Full Tower Showcase - Titanium Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA04GRT_243850_210x210.jpg, £299.99 , https://www.overclockers.co.uk/raijintek-nyx-pro-aluminium-full-tower-showcase-titanium-tempered-glass-ca-04g-rt.html
Aerocool Rift RGB Midi-Tower Case - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA213AE_200566_210x210.jpg, £32.99 , https://www.overclockers.co.uk/aerocool-rift-rgb-midi-tower-case-black-window-ca-213-ae.html
Aerocool Playa Slim Micro-ATX Case - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA214AE_200590_210x210.jpg, £29.99 , https://www.overclockers.co.uk/aerocool-playa-slim-micro-atx-case-black-window-ca-214-ae.html
OcUK Air Duster Compressed Air (400ml) Triple Pack, https://www.overclockers.co.uk/media/image/thumbnail/BU250OK_94961_210x210.jpg, £12.95 , https://www.overclockers.co.uk/ocuk-air-duster-compressed-air-400ml-triple-pack-bu-250-ok.html
BitFenix Phenom Mini-ITX Cube Case - Midnight Black, https://www.overclockers.co.uk/media/image/thumbnail/CA149BX_77722_210x210.jpg, £64.99 , https://www.overclockers.co.uk/bitfenix-phenom-mini-itx-cube-case-midnight-black-ca-149-bx.html
Aerocool Aero One Eclipse ARGB Mid-Tower Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA21LAE_248675_210x210.jpg, £64.99 , https://www.overclockers.co.uk/aerocool-aero-one-eclipse-argb-mid-tower-case-black-tempered-glass-ca-21l-ae.html
Silverstone Sugo SG13WB Mini-ITX Chassis - Black/White (SST-SG13WB), https://www.overclockers.co.uk/media/image/thumbnail/CA423SV_118292_210x210.jpg, £39.95 , https://www.overclockers.co.uk/silverstone-sugo-sg13wb-mini-itx-chassis-black-white-sst-sg13wb-ca-423-sv.html
AeroCool AeroEngine Midi-Tower RGB Gaming Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA218AE_214134_210x210.jpg, £37.99 , https://www.overclockers.co.uk/aerocool-aeroengine-midi-tower-rgb-gaming-case-black-tempered-glass-ca-218-ae.html
Silverstone SST-PS15B-RGB Micro ATX Gaming Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA44JSV_218830_210x210.jpg, £59.99 , https://www.overclockers.co.uk/silverstone-sst-ps15b-rgb-micro-atx-gaming-case-black-tempered-glass-ca-44j-sv.html
Thermaltake Level 20 Showcase, https://www.overclockers.co.uk/media/image/thumbnail/CA19NTT_196734_210x210.jpg, £899.99 , https://www.overclockers.co.uk/thermaltake-level-20-showcase-ca-19n-tt.html
Raijintek NYX PRO Aluminium Full Tower Showcase - White Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA04HRT_243855_210x210.jpg, £299.99 , https://www.overclockers.co.uk/raijintek-nyx-pro-aluminium-full-tower-showcase-white-tempered-glass-ca-04h-rt.html
Silverstone Milo ML03B HTPC Case - Black (SST-ML03B), https://www.overclockers.co.uk/media/image/thumbnail/CA163SV_45972_210x210.jpg, £59.99 , https://www.overclockers.co.uk/silverstone-milo-ml03b-htpc-case-black-sst-ml03b-ca-163-sv.html
Zalman S4 ATX Mid-Tower - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA09TZA_241304_210x210.jpg, £34.99 , https://www.overclockers.co.uk/zalman-s4-atx-mid-tower-black-window-ca-09t-za.html
Zalman S5 RGB Mid-Tower Case - White Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA09QZA_239502_210x210.jpg, £49.94 , https://www.overclockers.co.uk/zalman-s5-rgb-mid-tower-case-white-tempered-glass-ca-09q-za.html
Aerocool Python Midi Tower RGB Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA21FAE_226400_210x210.jpg, £54.95 , https://www.overclockers.co.uk/aerocool-python-midi-tower-rgb-case-black-tempered-glass-ca-21f-ae.html
Silverstone Milo ML08-H Mini-ITX Case - Black with Carry Handle (SST-ML08B-H), https://www.overclockers.co.uk/media/image/thumbnail/CA420SV_116403_210x210.jpg, £79.99 , https://www.overclockers.co.uk/silverstone-milo-ml08-h-mini-itx-case-black-with-carry-handle-sst-ml08b-h-ca-420-sv.html
AeroCool Tor Midi-Tower ARGB Gaming Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA21AAE_214232_210x210.jpg, £46.99 , https://www.overclockers.co.uk/aerocool-tor-midi-tower-argb-gaming-case-black-tempered-glass-ca-21a-ae.html
Phanteks Power Combo Device - 2 PSU to 1 Motherboard PH-PWCOB_2P1M, https://www.overclockers.co.uk/media/image/thumbnail/CA058PT_138938_210x210.jpg, £24.95 , https://www.overclockers.co.uk/phanteks-power-combo-device-2-psu-to-1-motherboard-ph-pwcob_2p1m-ca-058-pt.html
Bitfenix Alchemy 2.0 Cable Extension Kit - White, https://www.overclockers.co.uk/media/image/thumbnail/CM35DBX_171758_210x210.jpg, £24.95 , https://www.overclockers.co.uk/bitfenix-alchemy-2.0-cable-extension-kit-white-cm-35d-bx.html
Silverstone SST-CS01B-HS Aluminium Mini-ITX Case - Black (SST-CS01B-HS), https://www.overclockers.co.uk/media/image/thumbnail/CA415SV_114817_210x210.jpg, £119.99 , https://www.overclockers.co.uk/silverstone-sst-cs01b-hs-aluminium-mini-itx-case-black-sst-cs01b-hs-ca-415-sv.html
Singularity Computers Spectre 2.0 Mid-Tower - Black Window, https://www.overclockers.co.uk/media/image/thumbnail/CA000SC_244853_210x210.jpg, £1|399.99 , https://www.overclockers.co.uk/singularity-computers-spectre-2.0-mid-tower-black-window-ca-000-sc.html
Zalman Z-Machine 300 Aluminium Mini-ITX Case - Pink Window, https://www.overclockers.co.uk/media/image/thumbnail/CA09ZZA_243276_210x210.jpg, £239.99 , https://www.overclockers.co.uk/zalman-z-machine-300-aluminium-mini-itx-case-pink-window-ca-09z-za.html
Zalman X3 ARGB Mid-Tower Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA0A1ZA_250343_210x210.jpg, £74.99 , https://www.overclockers.co.uk/zalman-x3-argb-mid-tower-case-black-tempered-glass-ca-0a1-za.html
Aerocool Cylon RGB Midi Tower Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA20LAE_178243_210x210.jpg, £32.99 , https://www.overclockers.co.uk/aerocool-cylon-rgb-midi-tower-case-black-ca-20l-ae.html
Silverstone Raven RVZ02-W Mini-ITX HTPC Case- Black Window (SST-RVZ02B-W), https://www.overclockers.co.uk/media/image/thumbnail/CA422SV_116424_210x210.jpg, £69.95 , https://www.overclockers.co.uk/silverstone-raven-rvz02-w-mini-itx-htpc-case-black-window-sst-rvz02b-w-ca-422-sv.html
Fractal Design Vector RS Blackout ARGB Midi Tower Case - Black Light Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA08CFD_225917_210x210.jpg, £154.99 , https://www.overclockers.co.uk/fractal-design-vector-rs-blackout-argb-midi-tower-case-black-light-tempered-glass-ca-08c-fd.html
BitFenix Alchemy Cable Bundle – Black, https://www.overclockers.co.uk/media/image/thumbnail/BU002BX_74200_210x210.jpg, £21.91 , https://www.overclockers.co.uk/bitfenix-alchemy-cable-bundle-black-bu-002-bx.html
Zalman S5 RGB Mid-Tower Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA0A0ZA_250322_210x210.jpg, £43.99 , https://www.overclockers.co.uk/zalman-s5-rgb-mid-tower-case-black-tempered-glass-ca-0a0-za.html
Aerocool Glo RGB Mid-Tower Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA21QAE_252132_210x210.png, £58.99 , https://www.overclockers.co.uk/aerocool-glo-rgb-mid-tower-case-black-tempered-glass-ca-21q-ae.html
Bitfenix Shadow Tower Case - Black ***Special Edition***, https://www.overclockers.co.uk/media/image/thumbnail/CA156BX_94931_210x210.jpg, £48.95 , https://www.overclockers.co.uk/bitfenix-shadow-tower-case-black-special-edition-ca-156-bx.html
Streacom DB4 Mini-ITX Aluminium Fanless Chassis - Silver, https://www.overclockers.co.uk/media/image/thumbnail/CA055SR_151034_210x210.jpg, £259.99 , https://www.overclockers.co.uk/streacom-db4-mini-itx-aluminium-fanless-chassis-silver-ca-055-sr.html
Zalman Z7 Neo Midi-Tower Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA09PZA_214295_210x210.jpg, £59.99 , https://www.overclockers.co.uk/zalman-z7-neo-midi-tower-case-black-ca-09p-za.html
Singularity Computers Spectre 2.0 Flight Case - Silver, https://www.overclockers.co.uk/media/image/thumbnail/CA007SC_244633_210x210.jpg, £749.99 , https://www.overclockers.co.uk/singularity-computers-spectre-2.0-flight-case-silver-ca-007-sc.html
Silverstone Grandia GD06 Desktop Case - Black (SST-GD06B), https://www.overclockers.co.uk/media/image/thumbnail/CA195SV_46128_210x210.jpg, £99.95 , https://www.overclockers.co.uk/silverstone-grandia-gd06-desktop-case-black-sst-gd06b-ca-195-sv.html
Fractal Design Meshify S2 Midi Tower Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA085FD_201133_210x210.jpg, £131.99 , https://www.overclockers.co.uk/fractal-design-meshify-s2-midi-tower-case-black-ca-085-fd.html
Silverstone Milo ML08 Mini-ITX Case - Black (SST-ML08B), https://www.overclockers.co.uk/media/image/thumbnail/CA419SV_116388_210x210.jpg, £64.99 , https://www.overclockers.co.uk/silverstone-milo-ml08-mini-itx-case-black-sst-ml08b-ca-419-sv.html
BitFenix Alchemy Cable Bundle - Blue, https://www.overclockers.co.uk/media/image/thumbnail/BU004BX_74195_210x210.jpg, £21.91 , https://www.overclockers.co.uk/bitfenix-alchemy-cable-bundle-blue-bu-004-bx.html
OcUK Professional Brass Modding Cube - Dark Grey, https://www.overclockers.co.uk/media/image/thumbnail/CM01BOP_198780_210x210.jpg, £1.19 , https://www.overclockers.co.uk/ocuk-professional-brass-modding-cube-dark-grey-cm-01b-op.html
Fractal Design Vector RS Blackout ARGB Midi Tower Case - Black Dark Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA08DFD_225927_210x210.jpg, £154.99 , https://www.overclockers.co.uk/fractal-design-vector-rs-blackout-argb-midi-tower-case-black-dark-tempered-glass-ca-08d-fd.html
Silverstone SST-PT15B-H1D2 Petit Intel NUC Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA389SV_100256_210x210.jpg, £12.95 , https://www.overclockers.co.uk/silverstone-sst-pt15b-h1d2-petit-intel-nuc-case-black-ca-389-sv.html
Silverstone Sugo SG05 HTPC Case with 450W Power Supply - All Black ( SST-SG05BB-450 USB 3.0), https://www.overclockers.co.uk/media/image/thumbnail/CA127SV_46548_210x210.jpg, £99.95 , https://www.overclockers.co.uk/silverstone-sugo-sg05-htpc-case-with-450w-power-supply-all-black-sst-sg05bb-450-usb-3.0-ca-127-sv.html
OcUK Branded Cable Tie 1m Length Cutable to Length, https://www.overclockers.co.uk/media/image/thumbnail/CB109OK_92975_210x210.jpg, £0.49 , https://www.overclockers.co.uk/ocuk-branded-cable-tie-1m-length-cutable-to-length-cb-109-ok.html
Phanteks Eclipse P400 Series Closed Side Panel, https://www.overclockers.co.uk/media/image/thumbnail/CA067PT_177912_210x210.jpg, £5.99 , https://www.overclockers.co.uk/phanteks-eclipse-p400-series-closed-side-panel-ca-067-pt.html
Aqua Computer Aquaero 6 XT USB Fan Controller, https://www.overclockers.co.uk/media/image/thumbnail/BB002AQ_80630_210x210.jpg, £149.99 , https://www.overclockers.co.uk/aqua-computer-aquaero-6-xt-usb-fan-controller-bb-002-aq.html
Singularity Computers Spectre 2.0 Mid-Tower - White Window, https://www.overclockers.co.uk/media/image/thumbnail/CA001SC_244797_210x210.jpg, £1|399.99 , https://www.overclockers.co.uk/singularity-computers-spectre-2.0-mid-tower-white-window-ca-001-sc.html
Bitfenix Enso Mesh Midi Tower RGB Gaming Case - White Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA234BX_198120_210x210.jpg, £54.95 , https://www.overclockers.co.uk/bitfenix-enso-mesh-midi-tower-rgb-gaming-case-white-tempered-glass-ca-234-bx.html
Akasa Newton S7D UCFF Case (Intel NUC)| OEM - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA088AK_202316_210x210.jpg, £62.99 , https://www.overclockers.co.uk/akasa-newton-s7d-ucff-case-intel-nuc-oem-black-ca-088-ak.html
Zalman Z9 Neo Plus Midi Tower Case - White, https://www.overclockers.co.uk/media/image/thumbnail/CA093ZA_174524_210x210.jpg, £69.95 , https://www.overclockers.co.uk/zalman-z9-neo-plus-midi-tower-case-white-ca-093-za.html
Singularity Computers Spectre 2.0 Flight Case - Black, https://www.overclockers.co.uk/media/image/thumbnail/CA006SC_244630_210x210.jpg, £749.99 , https://www.overclockers.co.uk/singularity-computers-spectre-2.0-flight-case-black-ca-006-sc.html
BitFenix Alchemy Cable Bundle - White, https://www.overclockers.co.uk/media/image/thumbnail/BU007BX_74201_210x210.jpg, £21.91 , https://www.overclockers.co.uk/bitfenix-alchemy-cable-bundle-white-bu-007-bx.html
Bitfenix Enso Mesh Midi Tower RGB Gaming Case - Black Tempered Glass, https://www.overclockers.co.uk/media/image/thumbnail/CA233BX_198111_210x210.jpg, £54.95 , https://www.overclockers.co.uk/bitfenix-enso-mesh-midi-tower-rgb-gaming-case-black-tempered-glass-ca-233-bx.html
